,%time,field.header.seq,field.header.stamp,field.header.frame_id,field.timestamp_,field.frame_number_,field.left_host_lane_.header.seq,field.left_host_lane_.header.stamp,field.left_host_lane_.header.frame_id,field.left_host_lane_.lane_id_,field.left_host_lane_.lane_track_status_,field.left_host_lane_.lane_exsit_conf_,field.left_host_lane_.lane_type_,field.left_host_lane_.lane_type_conf_,field.left_host_lane_.lane_color_,field.left_host_lane_.line_width_,field.left_host_lane_.coeffA_,field.left_host_lane_.coeffA_std_,field.left_host_lane_.coeffB_,field.left_host_lane_.coeffB_std_,field.left_host_lane_.coeffC_,field.left_host_lane_.coeffC_std_,field.left_host_lane_.coeffD_,field.left_host_lane_.coeffD_std_,field.left_host_lane_.lane_startX_,field.left_host_lane_.lane_startY_,field.left_host_lane_.lane_end_,field.left_host_lane_.lane_total_age_,field.left_host_lane_.lane_init_age_,field.left_host_lane_.lane_measure_age_,field.left_host_lane_.lane_predict_age_,field.left_host_lane_.lane_change_,field.right_host_lane_.header.seq,field.right_host_lane_.header.stamp,field.right_host_lane_.header.frame_id,field.right_host_lane_.lane_id_,field.right_host_lane_.lane_track_status_,field.right_host_lane_.lane_exsit_conf_,field.right_host_lane_.lane_type_,field.right_host_lane_.lane_type_conf_,field.right_host_lane_.lane_color_,field.right_host_lane_.line_width_,field.right_host_lane_.coeffA_,field.right_host_lane_.coeffA_std_,field.right_host_lane_.coeffB_,field.right_host_lane_.coeffB_std_,field.right_host_lane_.coeffC_,field.right_host_lane_.coeffC_std_,field.right_host_lane_.coeffD_,field.right_host_lane_.coeffD_std_,field.right_host_lane_.lane_startX_,field.right_host_lane_.lane_startY_,field.right_host_lane_.lane_end_,field.right_host_lane_.lane_total_age_,field.right_host_lane_.lane_init_age_,field.right_host_lane_.lane_measure_age_,field.right_host_lane_.lane_predict_age_,field.right_host_lane_.lane_change_,field.left_neigbour_lane_.header.seq,field.left_neigbour_lane_.header.stamp,field.left_neigbour_lane_.header.frame_id,field.left_neigbour_lane_.lane_id_,field.left_neigbour_lane_.lane_track_status_,field.left_neigbour_lane_.lane_exsit_conf_,field.left_neigbour_lane_.lane_type_,field.left_neigbour_lane_.lane_type_conf_,field.left_neigbour_lane_.lane_color_,field.left_neigbour_lane_.line_width_,field.left_neigbour_lane_.coeffA_,field.left_neigbour_lane_.coeffA_std_,field.left_neigbour_lane_.coeffB_,field.left_neigbour_lane_.coeffB_std_,field.left_neigbour_lane_.coeffC_,field.left_neigbour_lane_.coeffC_std_,field.left_neigbour_lane_.coeffD_,field.left_neigbour_lane_.coeffD_std_,field.left_neigbour_lane_.lane_startX_,field.left_neigbour_lane_.lane_startY_,field.left_neigbour_lane_.lane_end_,field.left_neigbour_lane_.lane_total_age_,field.left_neigbour_lane_.lane_init_age_,field.left_neigbour_lane_.lane_measure_age_,field.left_neigbour_lane_.lane_predict_age_,field.left_neigbour_lane_.lane_change_,field.right_neigbour_lane_.header.seq,field.right_neigbour_lane_.header.stamp,field.right_neigbour_lane_.header.frame_id,field.right_neigbour_lane_.lane_id_,field.right_neigbour_lane_.lane_track_status_,field.right_neigbour_lane_.lane_exsit_conf_,field.right_neigbour_lane_.lane_type_,field.right_neigbour_lane_.lane_type_conf_,field.right_neigbour_lane_.lane_color_,field.right_neigbour_lane_.line_width_,field.right_neigbour_lane_.coeffA_,field.right_neigbour_lane_.coeffA_std_,field.right_neigbour_lane_.coeffB_,field.right_neigbour_lane_.coeffB_std_,field.right_neigbour_lane_.coeffC_,field.right_neigbour_lane_.coeffC_std_,field.right_neigbour_lane_.coeffD_,field.right_neigbour_lane_.coeffD_std_,field.right_neigbour_lane_.lane_startX_,field.right_neigbour_lane_.lane_startY_,field.right_neigbour_lane_.lane_end_,field.right_neigbour_lane_.lane_total_age_,field.right_neigbour_lane_.lane_init_age_,field.right_neigbour_lane_.lane_measure_age_,field.right_neigbour_lane_.lane_predict_age_,field.right_neigbour_lane_.lane_change_
196,1634697452127269460,20735,1634697374836447610,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.60500001907,0.0,0.0116999996826,0.0,0.0070799998939,0.0,1.44300001921e-05,0.0,0.0,0.0,18.4200000763,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.99699997902,0.0,-9.99999974738e-05,0.0,0.00690999999642,0.0,2.7000000955e-06,0.0,0.0,0.0,30.3999996185,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
198,1634697452230181797,20737,1634697374937456760,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.65199995041,0.0,0.0131999999285,0.0,0.00702999997884,0.0,3.99000009565e-06,0.0,0.0,0.0,18.0100002289,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.97399997711,0.0,0.00270000007004,0.0,0.00685000000522,0.0,-9.12999985303e-06,0.0,0.0,0.0,29.7099990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
199,1634697452277022020,20738,1634697374986072130,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.65799999237,0.0,0.0153999999166,0.0,0.00698000006378,0.0,-4.99999998738e-07,0.0,0.0,0.0,18.0100002289,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.97500002384,0.0,0.00079999997979,0.0,0.00682999985293,0.0,-8.7700000222e-06,0.0,0.0,0.0,29.7099990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
200,1634697452328246490,20739,1634697375037217510,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.65199995041,0.0,0.0163000002503,0.0,0.00698000006378,0.0,-4.99999998738e-07,0.0,0.0,0.0,18.0100002289,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.97599995136,0.0,0.00159999995958,0.0,0.00682999985293,0.0,-8.7700000222e-06,0.0,0.0,0.0,29.7099990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
202,1634697452429527369,20741,1634697375136871160,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.68299996853,0.0,0.0173000004143,0.0,0.00659999996424,0.0,-2.67800005531e-05,0.0,0.0,0.0,24.5799999237,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,2.04200005531,0.0,-0.00829999987036,0.0,0.00682999985293,0.0,-4.44999977844e-06,0.0,0.0,0.0,28.4899997711,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
203,1634697452477600514,20742,1634697375186707840,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.67900002003,0.0,0.0143999997526,0.0,0.00646999990568,0.0,-3.71099995391e-05,0.0,0.0,0.0,21.2900009155,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,2.0490000248,0.0,-0.00850000046194,0.0,0.00685000000522,0.0,-2.10000007428e-06,0.0,0.0,0.0,29.9500007629,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
204,1634697452527880686,20743,1634697375237070490,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.66700005531,0.0,0.0126999998465,0.0,0.00626000016928,0.0,-4.79100017401e-05,0.0,0.0,0.0,21.2900009155,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,2.0720000267,0.0,-0.0121999997646,0.0,0.00683999992907,0.0,-1.70999999227e-06,0.0,0.0,0.0,29.9500007629,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
206,1634697452628096452,20745,1634697375336659310,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.52300000191,0.0,0.0291000008583,0.0,0.0113599998876,0.0,-0.000106029998278,0.0,0.0,0.0,14.6899995804,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,2.14499998093,0.0,-0.0815000012517,0.0,0.0130700003356,0.0,-7.40000018595e-07,0.0,0.0,0.0,20.5400009155,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
207,1634697452677868573,20746,1634697375387029680,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.60000002384,0.0,0.0151000004262,0.0,0.0111199999228,0.0,-0.000106860003143,0.0,0.0,0.0,12.9899997711,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,2.15000009537,0.0,-0.10490000248,0.0,0.0131700001657,0.0,5.44000022273e-06,0.0,0.0,0.0,19.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
208,1634697452727432980,20747,1634697375436602690,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.58599996567,0.0,0.0232999995351,0.0,0.0108899995685,0.0,-0.000106860003143,0.0,0.0,0.0,12.9899997711,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,2.13100004196,0.0,-0.0865999981761,0.0,0.0131799997762,0.0,4.58000022263e-06,0.0,0.0,0.0,19.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
210,1634697452829110683,20749,1634697375536282570,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.59399998188,0.0,0.0142999999225,0.0,0.00527000008151,0.0,3.44899999618e-05,0.0,0.0,0.0,22.0100002289,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,2.02300000191,0.0,-0.0244999993593,0.0,0.00692000007257,0.0,9.81999983196e-06,0.0,0.0,0.0,25.0100002289,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
211,1634697452877648087,20750,1634697375586750240,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.59800004959,0.0,0.0137999998406,0.0,0.00542999990284,0.0,2.87000002572e-05,0.0,0.0,0.0,22.0100002289,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,2.00600004196,0.0,-0.0237000007182,0.0,0.00694999983534,0.0,1.02599997263e-05,0.0,0.0,0.0,25.0100002289,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
212,1634697452927870075,20751,1634697375637013420,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.58899998665,0.0,0.00590000022203,0.0,0.00533000007272,0.0,5.11100006406e-05,0.0,0.0,0.0,19.6000003815,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,2.00099992752,0.0,-0.0194000005722,0.0,0.00696999998763,0.0,1.06099996628e-05,0.0,0.0,0.0,19.1800003052,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
214,1634697453029169519,20753,1634697375736927510,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.59599995613,0.0,-0.00380000006407,0.0,0.00547999981791,0.0,4.45100013167e-05,0.0,0.0,0.0,17.0900001526,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.97899997234,0.0,-0.0159000009298,0.0,0.00700999982655,0.0,1.16100000014e-05,0.0,0.0,0.0,21.8899993896,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
215,1634697453078102100,20754,1634697375787024340,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.59599995613,0.0,-0.0102000003681,0.0,0.00567999994382,0.0,3.63399994967e-05,0.0,0.0,0.0,17.0900001526,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.98099994659,0.0,-0.0148999998346,0.0,0.00704000005499,0.0,1.06500001493e-05,0.0,0.0,0.0,21.8899993896,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
216,1634697453128245450,20755,1634697375837394480,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.61099994183,0.0,-0.0103000001982,0.0,0.00563000002876,0.0,7.66599987401e-05,0.0,0.0,0.0,19.3299999237,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.95899999142,0.0,-0.0143999997526,0.0,0.00706000020728,0.0,1.11700001071e-05,0.0,0.0,0.0,18.8799991608,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
218,1634697453229353337,20757,1634697375936864570,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.6210000515,0.0,-0.0189999993891,0.0,0.00595000013709,0.0,0.000101480000012,0.0,0.0,0.0,19.8799991608,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.92499995232,0.0,-0.0105999996886,0.0,0.0070799998939,0.0,6.65000015942e-06,0.0,0.0,0.0,19.0900001526,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
219,1634697453278197923,20758,1634697375987180460,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.62000000477,0.0,-0.0241999998689,0.0,0.0063000000082,0.0,9.15299970075e-05,0.0,0.0,0.0,19.8799991608,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.92599999905,0.0,-0.0097000002861,0.0,0.0070799998939,0.0,5.88000011703e-06,0.0,0.0,0.0,19.0900001526,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
220,1634697453327706124,20759,1634697376036853070,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.625,0.0,-0.0260000005364,0.0,0.0064400001429,0.0,8.71000011102e-05,0.0,0.0,0.0,19.8799991608,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.92200005054,0.0,-0.00870000012219,0.0,0.00708999997005,0.0,5.80000005357e-06,0.0,0.0,0.0,19.0900001526,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
222,1634697453428902943,20761,1634697376136591360,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.65299999714,0.0,-0.0298999994993,0.0,0.00699000013992,0.0,0.000130209999043,0.0,0.0,0.0,23.6499996185,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.90999996662,0.0,-0.00650000013411,0.0,0.00704000005499,0.0,-5.39999973626e-07,0.0,0.0,0.0,19.2099990845,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
223,1634697453478048008,20762,1634697376187142740,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.63600003719,0.0,-0.0386999994516,0.0,0.0071600000374,0.0,0.000156559995958,0.0,0.0,0.0,23.9500007629,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.93400001526,0.0,-0.00930000003427,0.0,0.00700999982655,0.0,-4.80000016978e-06,0.0,0.0,0.0,19.0900001526,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
224,1634697453528250237,20763,1634697376237348420,,0,0,0,0,,120,0,0,1,0,0,0.0,-1.65799999237,0.0,-0.0381999984384,0.0,0.00755000021309,0.0,0.000153619999764,0.0,0.0,0.0,23.9500007629,0,0,0,0,0,0,0,,98,0,0,1,0,0,0.0,1.92999994755,0.0,-0.00789999961853,0.0,0.00700000021607,0.0,-4.97000019095e-06,0.0,0.0,0.0,19.0900001526,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
226,1634697453629551303,20765,1634697376337174070,,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
227,1634697453678059571,20766,1634697376387168010,,0,0,0,0,,122,0,0,1,0,0,0.0,-1.70500004292,0.0,-0.0275999996811,0.0,0.00817000027746,0.0,0.000115290000394,0.0,0.0,0.0,21.8400001526,0,0,0,0,0,0,0,,119,0,0,1,0,0,0.0,2.02999997139,0.0,-0.0255999993533,0.0,0.00688999984413,0.0,-1.59999999596e-05,0.0,0.0,0.0,18.8500003815,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
228,1634697453727360460,20767,1634697376436551040,,0,0,0,0,,122,0,0,1,0,0,0.0,-1.72800004482,0.0,-0.0207000002265,0.0,0.00846000015736,0.0,0.000113020003482,0.0,0.0,0.0,21.8400001526,0,0,0,0,0,0,0,,119,0,0,1,0,0,0.0,2.01099991798,0.0,-0.0282000005245,0.0,0.00687000015751,0.0,-1.49099996634e-05,0.0,0.0,0.0,18.8500003815,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
230,1634697453829245868,20769,1634697376536603890,,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
231,1634697453878033776,20770,1634697376587109250,,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
232,1634697453926983641,20771,1634697376636116660,,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
234,1634697454030386734,20773,1634697376737381390,,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
235,1634697454077648963,20774,1634697376786710530,,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
236,1634697454128131804,20775,1634697376837197900,,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
238,1634697454229840903,20777,1634697376937245090,,0,0,0,0,,117,0,0,1,0,0,0.0,-1.43200004101,0.0,-0.0496000014246,0.0,0.0167299993336,0.0,-5.82200009376e-05,0.0,0.0,0.0,15.779999733,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.86000001431,0.0,-0.0599999986589,0.0,0.0114200003445,0.0,-1.79700000444e-05,0.0,0.0,0.0,17.2700004578,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
239,1634697454277705277,20778,1634697376986608030,,0,0,0,0,,117,0,0,1,0,0,0.0,-1.46099996567,0.0,-0.0326999984682,0.0,0.0166100002825,0.0,-5.82200009376e-05,0.0,0.0,0.0,15.779999733,0,0,0,0,0,0,0,,123,0,0,1,0,0,0.0,1.82099997997,0.0,-0.0505000017583,0.0,0.0113800000399,0.0,-1.79700000444e-05,0.0,0.0,0.0,17.2700004578,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
